rcDate,rcNo,chulNo,hrNo,age,ageCond,budam,chaksunT,chaksunY,chaksun_6m,dusu,ilsu,ord1CntT,ord1CntY,ord2CntT,ord2CntY,ord3CntT,ord3CntY,prd,prizeCond,rank,rating,rcCntT,rcCntY,rcDist,sex,wgBudam,track,weather,waterRate,ord,rcTime,jkNo,trNo,owNo
20210108,1,1,43108,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,수,56.5,건조,맑음,3,11,66.1,80438,70128,118030
20210108,1,2,42271,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,거,52.5,건조,맑음,3,12,68.4,80601,70086,104133
20210108,1,3,42905,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,수,56.5,건조,맑음,3,9,65.9,80588,70129,112286
20210108,1,4,42445,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,암,54.5,건조,맑음,3,7,65.2,80532,70135,112274
20210108,1,5,42583,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,1,0,1000,거,56.5,건조,맑음,3,6,64.8,80421,70137,110050
20210108,1,6,42928,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,수,56.5,건조,맑음,3,5,63.9,80512,70127,65066
20210108,1,7,42219,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,암,54.5,건조,맑음,3,10,66.1,80381,70120,104123
20210108,1,8,42217,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,암,54.5,건조,맑음,3,3,63.7,80296,70223,106073
20210108,1,9,43233,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국(포),R0~0,국6등급,-,0,0,1000,수,53.5,건조,맑음,3,4,63.8,80600,70134,119006
20210108,1,10,42039,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,암,54.5,건조,맑음,3,1,63.3,80482,70140,65081
20210108,1,11,42803,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,암,54.5,건조,맑음,3,8,65.6,80402,70127,104081
20210108,1,12,42068,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,수,56.5,건조,맑음,3,2,63.4,80411,70134,105022
20210108,2,1,39732,5,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,1,0,1200,암,55.0,건조,맑음,3,12,87.2,80512,70132,65032
20210108,2,2,43167,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1200,암,54.5,건조,맑음,3,11,83.9,80564,70129,106112
20210108,2,3,43202,3,연령오픈,별정A,10560000,10560000,10560000,12,1,0,0,1,1,1,1,한국,R0~0,국6등급,-,4,4,1200,암,54.5,건조,맑음,3,7,77.8,80395,70136,117054
20210108,2,4,40993,4,연령오픈,별정A,12360000,12360000,10760000,12,1,1,1,0,0,1,1,한국,R0~0,국6등급,-,4,3,1200,암,55.0,건조,맑음,3,3,76.3,80376,70194,103007
20210108,2,5,41302,4,연령오픈,별정A,12300000,12300000,3500000,12,1,0,0,1,1,1,1,한국,R0~0,국6등급,-,9,8,1200,암,55.0,건조,맑음,3,5,77.5,80411,70141,104123
20210108,2,6,41511,4,연령오픈,별정A,11650000,10050000,8800000,12,1,0,0,1,1,0,0,한국,R0~0,국6등급,-,5,4,1200,암,55.0,건조,맑음,3,9,79.3,80546,70135,104127
20210108,2,7,40853,4,연령오픈,별정A,19480000,19480000,13880000,12,1,0,0,1,1,1,1,한국(포),R0~0,국6등급,-,5,5,1200,암,55.0,건조,맑음,3,1,75.9,80423,70129,112286
20210108,2,8,42428,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1200,암,54.5,건조,맑음,3,2,76.3,80431,70223,118013
20210108,2,9,43172,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,2,2,1200,암,54.5,건조,맑음,3,4,77.2,80438,70121,112274
20210108,2,10,43061,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1200,암,54.5,건조,맑음,3,10,80.3,80568,70246,118018
20210108,2,11,42249,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,2,2,1200,암,54.5,건조,맑음,3,6,77.7,80402,70086,106025
20210108,2,12,40615,4,연령오픈,별정A,11910000,11910000,11910000,12,1,0,0,1,1,1,1,한국,R0~0,국6등급,-,5,5,1200,암,55.0,건조,맑음,3,8,77.9,80483,70141,104102
20210108,3,1,40973,4,연령오픈,별정A,1000000,1000000,1000000,12,1,0,0,0,0,0,0,한국(포),R0~0,국6등급,-,5,3,1400,거,57.0,건조,맑음,3,10,94.0,80434,70121,112292
20210108,3,2,42107,3,연령오픈,별정A,1250000,1250000,1250000,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,1,1,1400,수,56.5,건조,맑음,3,6,92.1,80438,70224,110056
20210108,3,3,41603,4,연령오픈,별정A,1250000,1250000,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,5,5,1400,암,55.0,건조,맑음,3,9,94.0,80411,70134,106114
20210108,3,4,42898,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,3,3,1400,수,56.5,건조,맑음,3,11,94.1,80551,70130,117002
20210108,3,5,35404,7,연령오픈,별정A,12240000,0,0,12,1,0,0,0,0,2,0,한국,R0~0,국6등급,-,46,7,1400,거,57.0,건조,맑음,3,12,94.7,80381,70140,110055
20210108,3,6,41097,4,연령오픈,별정A,2250000,2250000,1250000,12,1,0,0,0,0,0,0,한국(포),R0~0,국6등급,-,5,3,1400,거,57.0,건조,맑음,3,8,93.5,80403,70137,106289
20210108,3,7,42572,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,2,2,1400,수,56.5,건조,맑음,3,7,93.2,80591,70130,103007
20210108,3,8,40649,4,연령오픈,별정A,5500000,5500000,5500000,12,1,0,0,1,1,0,0,한국,R0~0,국6등급,-,11,7,1400,거,57.0,건조,맑음,3,1,90.6,80421,70140,106045
20210108,3,9,42012,3,연령오픈,별정A,0,0,0,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,2,2,1400,수,56.5,건조,맑음,3,5,91.6,80401,70127,112292
20210108,3,10,41085,4,연령오픈,별정A,7530000,2250000,1000000,12,1,0,0,0,0,2,0,한국,R0~0,국6등급,-,15,7,1400,암,55.0,건조,맑음,3,4,91.5,80423,70141,112303
20210108,3,11,39517,5,연령오픈,별정A,4850000,4850000,4850000,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,10,7,1400,수,57.0,건조,맑음,3,2,91.1,80546,70128,110048
20210108,3,12,41372,4,연령오픈,별정A,6250000,6250000,6250000,12,1,0,0,0,0,0,0,한국,R0~0,국6등급,-,6,6,1400,거,57.0,건조,맑음,3,3,91.2,80379,70137,65080
20210108,4,1,43117,3,연령오픈,핸디캡,16830000,16830000,16830000,12,1,1,1,0,0,0,0,한국,R1~35,국5등급,32,3,2,1200,수,55.0,건조,맑음,3,2,76.4,80403,70125,65002
20210108,4,2,36871,6,연령오픈,핸디캡,49840000,0,0,12,1,1,0,2,0,1,0,한국,R1~35,국5등급,21,38,6,1200,거,52.0,건조,맑음,3,11,78.5,80483,70126,106229
20210108,4,3,42305,3,연령오픈,핸디캡,50050000,50050000,8800000,12,1,1,1,1,1,0,0,한국,R1~35,국5등급,31,5,5,1200,암,51.0,건조,맑음,3,6,77.6,80600,70194,113115
20210108,4,4,40730,4,연령오픈,핸디캡,38000000,38000000,32400000,12,1,2,2,1,1,1,1,한국,R1~35,국5등급,30,8,6,1200,거,51.0,건조,맑음,3,9,78.3,80599,70109,118013
20210108,4,5,42897,3,연령오픈,핸디캡,25210000,25210000,25210000,12,1,1,1,0,0,1,1,한국,R1~35,국5등급,31,4,4,1200,수,54.5,건조,맑음,3,1,75.8,80482,70130,106079
20210108,4,6,40787,4,연령오픈,핸디캡,32560000,28600000,13200000,12,1,0,0,1,1,3,3,한국,R1~35,국5등급,28,10,7,1200,암,52.0,건조,맑음,3,8,77.9,80588,70125,65079
20210108,4,7,38753,5,연령오픈,핸디캡,42480000,0,0,12,1,2,0,0,0,0,0,한국,R1~35,국5등급,34,16,2,1200,거,56.5,건조,맑음,3,12,82.6,80512,70143,104069
20210108,4,8,39291,5,연령오픈,핸디캡,30190000,15350000,15350000,12,1,1,1,1,0,1,0,한국,R1~35,국5등급,30,16,6,1200,암,52.5,건조,맑음,3,7,77.6,80421,70176,112304
20210108,4,9,41402,4,연령오픈,핸디캡,25500000,25500000,25500000,12,1,1,1,0,0,1,1,한국,R1~35,국5등급,30,6,6,1200,암,52.5,건조,맑음,3,4,76.7,80438,70223,65078
20210108,4,10,41487,4,연령오픈,핸디캡,23910000,23910000,20410000,12,1,1,1,1,1,1,1,한국,R1~35,국5등급,31,7,6,1200,암,53.0,건조,맑음,3,3,76.7,80395,70176,112287
20210108,4,11,38967,5,연령오픈,핸디캡,56080000,18800000,4000000,12,1,1,0,2,1,2,0,한국,R1~35,국5등급,31,19,7,1200,암,53.0,건조,맑음,3,10,78.3,80401,70130,117004
20210108,4,12,40264,4,연령오픈,핸디캡,22600000,16600000,9100000,12,1,0,0,2,1,1,1,한국(포),R1~35,국5등급,27,12,7,1200,거,53.0,건조,맑음,3,5,77.1,80532,70134,109142
20210108,5,1,45459,3,연령오픈,별정B,0,0,0,12,1,0,0,0,0,0,0,미국,R1~50,혼4등급,38,2,2,1200,수,53.5,건조,맑음,3,8,78.3,80421,70140,110055
20210108,5,2,45679,3,연령오픈,별정B,0,0,0,12,1,0,0,0,0,0,0,미국,R1~50,혼4등급,38,1,1,1200,암,51.5,건조,맑음,3,5,78.0,80423,70086,104133
20210108,5,3,43637,4,연령오픈,별정B,0,0,0,12,1,0,0,0,0,0,0,미국,R1~50,혼4등급,36,5,4,1200,수,51.0,건조,맑음,3,11,79.2,80599,70126,106229
20210108,5,4,41935,4,연령오픈,별정B,0,0,0,12,1,0,0,0,0,0,0,미국,R1~50,혼4등급,38,2,2,1200,암,52.0,건조,맑음,3,10,78.9,80532,70186,106092
20210108,5,5,41925,4,연령오픈,별정B,0,0,0,12,1,0,0,0,0,0,0,미국,R1~50,혼4등급,38,2,2,1200,거,54.0,건조,맑음,3,6,78.2,80483,70136,105022
20210108,5,6,45665,3,연령오픈,별정B,0,0,0,12,1,0,0,0,0,0,0,미국,R1~50,혼4등급,38,0,0,1200,암,51.5,건조,맑음,3,3,76.1,80395,70126,105137
20210108,5,7,45085,3,연령오픈,별정B,0,0,0,12,1,0,0,0,0,0,0,미국,R1~50,혼4등급,38,0,0,1200,수,53.5,건조,맑음,3,9,78.7,80564,70125,113133
20210108,5,8,45149,3,연령오픈,별정B,43190000,43190000,43190000,12,1,1,1,1,1,0,0,미국,R1~50,혼4등급,46,3,3,1200,수,56.5,건조,맑음,3,1,74.5,80376,70194,112021
20210108,5,9,40726,4,연령오픈,별정B,129400000,79200000,46200000,12,1,3,2,2,1,1,0,한국,R1~50,혼4등급,49,8,4,1200,암,53.0,건조,맑음,3,2,75.7,80600,70142,110056
20210108,5,10,39536,5,연령오픈,별정B,52080000,3000000,3000000,12,1,1,0,3,0,0,0,한국,R1~50,혼4등급,38,9,3,1200,암,52.0,건조,맑음,3,12,86.4,80482,70109,105031
20210108,5,11,39018,5,연령오픈,별정B,106960000,8400000,8400000,12,1,3,0,1,0,2,1,한국,R1~50,혼4등급,47,15,5,1200,암,55.0,건조,맑음,3,7,78.2,80403,70137,106062
20210108,5,12,45143,3,연령오픈,별정B,0,0,0,12,1,0,0,0,0,0,0,미국,R1~50,혼4등급,38,0,0,1200,수,53.5,건조,맑음,3,4,77.2,80568,70141,112286
20210108,6,1,40346,4,연령오픈,별정B,38150000,38150000,36550000,12,1,1,1,2,2,0,0,한국,R1~35,국5등급,35,5,5,1600,거,57.0,건조,맑음,3,4,104.5,80483,70126,106075
20210108,6,2,39618,5,연령오픈,별정B,23680000,4000000,4000000,12,1,0,0,1,0,3,0,한국(포),R1~35,국5등급,21,20,7,1600,수,51.0,건조,맑음,3,3,103.4,80601,70086,105093
20210108,6,3,40265,4,연령오픈,별정B,28500000,28500000,28500000,12,1,2,2,1,1,0,0,한국,R1~35,국5등급,30,6,6,1600,수,56.0,건조,맑음,3,6,105.3,80546,70135,104127
20210108,6,4,40419,4,연령오픈,별정B,27610000,27610000,18810000,12,1,1,1,2,2,0,0,한국,R1~35,국5등급,32,6,6,1600,수,57.0,건조,맑음,3,8,106.0,80532,70186,106079
20210108,6,5,40967,4,연령오픈,별정B,20250000,20250000,20250000,12,1,1,1,0,0,1,1,한국,R1~35,국5등급,30,6,6,1600,거,56.0,건조,맑음,3,12,108.0,80381,70223,65008
20210108,6,6,38966,5,연령오픈,별정B,44800000,36400000,36400000,12,1,2,2,2,1,1,1,한국(포),R1~35,국5등급,35,6,4,1600,거,54.0,건조,맑음,3,9,106.1,80600,70134,109142
20210108,6,7,38153,7,연령오픈,별정B,23000000,0,0,12,1,0,0,2,0,0,0,미국,R1~35,국5등급,21,39,6,1600,거,54.0,건조,맑음,3,10,106.2,80401,70132,104159
20210108,6,8,41310,4,연령오픈,별정B,16640000,2000000,2000000,12,1,1,0,0,0,0,0,한국,R1~35,국5등급,27,8,5,1600,수,55.0,건조,맑음,3,5,104.5,80551,70109,106114
20210108,6,9,40565,4,연령오픈,별정B,31610000,31610000,22810000,12,1,1,1,2,2,0,0,한국,R1~35,국5등급,30,5,5,1600,수,56.0,건조,맑음,3,1,102.4,80423,70136,104096
20210108,6,10,37976,8,연령오픈,별정B,121000000,1600000,1600000,12,1,2,0,1,0,3,0,호주,R1~35,국5등급,21,61,9,1600,수,54.0,건조,맑음,3,7,105.4,80564,70129,105011
20210108,6,11,41445,4,연령오픈,별정B,23600000,23600000,0,12,1,1,1,0,0,0,0,한국,R1~35,국5등급,31,4,4,1600,거,56.0,건조,맑음,3,11,106.2,80379,70186,111225
20210108,6,12,42326,3,연령오픈,별정B,41800000,41800000,25300000,12,1,0,0,3,3,0,0,한국,R1~35,국5등급,32,4,4,1600,수,56.5,건조,맑음,3,2,102.5,80568,70134,106289
20210108,7,1,41632,4,연령오픈,핸디캡,90880000,88480000,11480000,12,1,3,3,1,1,1,1,한국,R1~50,국4등급,49,7,5,1400,수,57.5,건조,맑음,3,6,90.0,80564,70123,65063
20210108,7,2,37593,6,연령오픈,핸디캡,153480000,29400000,10800000,12,1,2,0,5,1,4,1,한국,R1~50,국4등급,49,31,6,1400,수,54.5,건조,맑음,3,12,92.7,80600,70127,104081
20210108,7,3,38566,5,연령오픈,핸디캡,87360000,2400000,2400000,12,1,2,0,2,0,1,0,한국,R1~50,국4등급,48,13,4,1400,수,53.0,건조,맑음,3,4,89.1,80599,70109,104154
20210108,7,4,41489,4,연령오픈,핸디캡,65480000,65480000,21480000,12,1,4,4,0,0,0,0,한국(포),R1~50,국4등급,38,5,5,1400,거,52.0,건조,맑음,3,2,87.6,80423,70125,114033
20210108,7,5,40291,4,연령오픈,핸디캡,60000000,58000000,3000000,12,1,2,2,0,0,0,0,한국,R1~50,국4등급,44,6,5,1400,암,53.0,건조,맑음,3,7,90.3,80551,70109,104154
20210108,7,6,38560,5,연령오픈,핸디캡,73920000,31520000,3920000,12,1,2,1,2,0,2,1,한국,R1~50,국4등급,42,14,6,1400,암,52.0,건조,맑음,3,11,92.4,80588,70129,106178
20210108,7,7,41292,4,연령오픈,핸디캡,125630000,62600000,54200000,12,1,3,1,2,1,3,2,한국(포),R1~50,국4등급,47,15,7,1400,거,56.5,건조,맑음,3,3,88.9,80546,70128,112004
20210108,7,8,41164,4,연령오픈,핸디캡,99840000,99840000,72240000,12,1,3,3,1,1,2,2,한국,R1~50,국4등급,49,9,7,1400,거,57.5,건조,맑음,3,8,90.5,80376,70194,118030
20210108,7,9,35638,7,연령오픈,핸디캡,140260000,3000000,0,12,1,1,0,8,0,5,0,한국,R1~50,국4등급,40,69,7,1400,거,53.0,건조,맑음,3,10,91.4,80483,70137,104139
20210108,7,10,40855,4,연령오픈,핸디캡,93560000,54080000,51080000,12,1,4,2,1,1,0,0,한국,R1~50,국4등급,44,12,6,1400,수,55.0,건조,맑음,3,1,87.3,80568,70134,104102
20210108,7,11,37936,6,연령오픈,핸디캡,81800000,10800000,2400000,12,1,1,0,4,0,3,1,한국,R1~50,국4등급,44,19,4,1400,거,55.0,건조,맑음,3,9,91.4,80421,70140,110055
20210108,7,12,39469,5,연령오픈,핸디캡,93960000,29400000,16200000,12,1,1,0,5,2,3,0,한국,R1~50,국4등급,50,18,7,1400,수,58.0,건조,맑음,3,5,89.7,80532,70224,118011
20210108,8,1,41767,5,연령오픈,핸디캡,62100000,54600000,54600000,12,1,1,1,1,1,1,1,미국,R1~65,혼3등급,52,12,8,1400,거,51.0,건조,맑음,3,12,92.5,80599,70136,110064
20210108,8,2,43617,4,연령오픈,핸디캡,68070000,68070000,57570000,12,1,1,1,1,1,1,1,미국,R1~65,혼3등급,52,6,6,1400,암,52.0,건조,맑음,3,8,90.6,80438,70123,112004
20210108,8,3,43470,4,연령오픈,핸디캡,66150000,0,0,12,1,2,0,0,0,0,0,미국,R1~65,혼3등급,51,9,4,1400,거,51.0,건조,맑음,3,9,90.6,80601,70127,119041
20210108,8,4,40310,4,연령오픈,핸디캡,121340000,92060000,37060000,12,1,3,2,4,3,0,0,한국,R1~65,혼3등급,57,9,6,1400,거,54.0,건조,맑음,3,3,88.3,80376,70106,112274
20210108,8,5,37091,6,연령오픈,핸디캡,150200000,0,0,12,1,3,0,3,0,2,0,한국,R1~65,혼3등급,55,16,1,1400,수,53.0,건조,맑음,3,11,90.7,80401,70143,104069
20210108,8,6,40601,4,연령오픈,핸디캡,167800000,58600000,25600000,12,1,6,3,0,0,0,0,한국,R1~65,혼3등급,61,13,6,1400,수,53.0,건조,맑음,3,1,86.4,80600,70134,65121
20210108,8,7,37997,6,연령오픈,핸디캡,195650000,37500000,0,12,1,3,0,5,1,2,2,한국,R1~65,혼3등급,64,22,6,1400,거,57.5,건조,맑음,3,10,90.7,80482,70130,105127
20210108,8,8,41701,5,연령오픈,핸디캡,113100000,37950000,14250000,12,1,1,0,2,1,3,2,미국,R1~65,혼3등급,55,20,7,1400,거,53.0,건조,맑음,3,7,90.0,80568,70137,117054
20210108,8,9,43544,4,연령오픈,핸디캡,59400000,33000000,0,12,1,1,1,1,0,1,0,미국,R1~65,혼3등급,52,8,4,1400,거,52.0,건조,맑음,3,2,88.0,80564,70223,105119
20210108,8,10,39899,5,연령오픈,핸디캡,96000000,24000000,15600000,12,1,1,0,3,1,2,1,미국,R1~65,혼3등급,52,21,7,1400,암,52.0,건조,맑음,3,6,89.1,80546,70128,113115
20210108,8,11,36955,6,연령오픈,핸디캡,146540000,16500000,6000000,12,1,2,0,2,0,7,1,한국,R1~65,혼3등급,54,26,4,1400,암,51.0,건조,맑음,3,5,88.9,80588,70121,112292
20210108,8,12,35733,7,연령오픈,핸디캡,190750000,6000000,0,12,1,4,0,2,0,3,0,한국,R1~65,혼3등급,57,30,5,1400,거,54.0,건조,맑음,3,4,88.9,80403,70109,104100
20210108,9,1,38678,5,연령오픈,별정B,204100000,24000000,13500000,12,1,2,0,4,0,3,2,한국,R1~65,국3등급,55,15,5,1800,암,53.0,건조,맑음,3,11,121.6,80551,70130,106049
20210108,9,2,37522,6,연령오픈,별정B,116950000,0,0,12,1,3,0,2,0,2,0,한국(포),R1~65,국3등급,54,18,3,1800,거,55.0,건조,맑음,3,8,120.5,80546,70128,105101
20210108,9,3,37526,6,연령오픈,별정B,144910000,23980000,4480000,12,1,3,0,4,1,1,0,한국,R1~65,국3등급,61,18,6,1800,거,57.0,건조,맑음,3,9,120.9,80512,70194,113115
20210108,9,4,40767,4,연령오픈,별정B,103710000,102110000,51960000,12,1,3,3,2,2,2,2,한국,R1~65,국3등급,60,10,8,1800,수,57.0,건조,맑음,3,1,118.7,80564,70123,119001
20210108,9,5,37072,6,연령오픈,별정B,184240000,25260000,25260000,12,1,5,0,1,1,2,1,한국,R1~65,국3등급,62,18,5,1800,거,53.0,건조,맑음,3,12,124.5,80599,70106,112006
20210108,9,6,41718,4,연령오픈,별정B,301340000,84460000,27060000,12,1,4,3,3,1,1,0,한국,R1~65,국3등급,61,15,6,1800,수,57.0,건조,맑음,3,4,119.2,80431,70126,106075
20210108,9,7,41411,4,연령오픈,별정B,122600000,113840000,69840000,12,1,4,4,0,0,1,0,한국(포),R1~65,국3등급,57,9,6,1800,수,56.0,건조,맑음,3,5,119.4,80376,70194,113123
20210108,9,8,39643,5,연령오픈,별정B,140940000,50340000,14340000,12,1,2,1,5,0,1,1,한국,R1~65,국3등급,53,14,5,1800,수,54.0,건조,맑음,3,2,118.8,80434,70106,112274
20210108,9,9,37373,6,연령오픈,별정B,240800000,48750000,45000000,12,1,6,1,1,0,2,0,한국,R1~65,국3등급,59,35,8,1800,거,56.0,건조,맑음,3,6,119.6,80403,70109,104074
20210108,9,10,38834,5,연령오픈,별정B,291700000,0,0,12,1,3,0,3,0,3,0,한국,R1~65,국3등급,53,22,3,1800,거,54.0,건조,맑음,3,7,120.2,80395,70126,106075
20210108,9,11,38665,5,연령오픈,별정B,124730000,11230000,11230000,12,1,3,0,1,0,2,0,한국,R1~65,국3등급,55,15,6,1800,수,55.0,건조,맑음,3,3,118.9,80532,70156,103012
20210108,9,12,41472,4,연령오픈,별정B,50600000,50600000,45100000,12,1,1,1,1,1,2,2,한국,R1~65,국3등급,37,11,8,1800,거,54.0,건조,맑음,3,10,121.0,80482,70130,117002
20210108,10,1,39931,6,연령오픈,별정B,264650000,61200000,54000000,12,1,4,1,2,0,5,0,미국,R1~140,1등급,81,17,4,1800,거,54.0,건조,맑음,3,11,118.7,80423,70136,105022
20210108,10,2,36366,8,연령오픈,별정B,929070000,82500000,0,12,1,9,1,7,0,4,0,미국,R1~140,1등급,122,36,3,1800,수,59.0,건조,맑음,3,9,118.4,80532,70186,112013
20210108,10,3,35206,7,연령오픈,별정B,831890000,82500000,82500000,12,1,8,1,4,0,4,0,한국,R1~140,1등급,95,28,3,1800,암,52.0,건조,맑음,3,8,118.2,80588,70129,112286
20210108,10,4,40091,5,연령오픈,별정B,296450000,121700000,61200000,12,1,5,1,1,1,3,2,미국,R1~140,1등급,91,14,5,1800,수,54.0,건조,맑음,3,4,116.6,80546,70224,117054
20210108,10,5,39347,5,연령오픈,별정B,667350000,178000000,115900000,12,1,8,3,2,2,3,1,한국,R1~140,1등급,93,22,6,1800,수,54.0,건조,맑음,3,3,116.2,80568,70134,106289
20210108,10,6,39853,6,연령오픈,별정B,536200000,94700000,13200000,12,1,8,2,2,0,3,1,미국,R1~140,1등급,116,22,4,1800,수,58.0,건조,맑음,3,2,115.4,80376,70180,112270
20210108,10,7,37076,6,연령오픈,별정B,448350000,21000000,21000000,12,1,9,0,1,0,1,1,한국,R1~140,1등급,106,15,3,1800,거,56.0,건조,맑음,3,10,118.6,80438,70123,106112
20210108,10,9,37413,6,연령오픈,별정B,294500000,25400000,25400000,12,1,5,0,5,1,1,0,한국,R1~140,1등급,83,20,3,1800,수,54.0,건조,맑음,3,6,117.6,80551,70142,112003
20210108,10,10,36938,6,연령오픈,별정B,381250000,7500000,7500000,12,1,8,0,1,0,1,0,한국,R1~140,1등급,81,26,4,1800,암,52.0,건조,맑음,3,7,118.0,80483,70120,112004
20210108,10,11,39958,6,연령오픈,별정B,494950000,24200000,0,12,1,6,0,6,1,3,0,미국,R1~140,1등급,115,22,2,1800,거,57.0,건조,맑음,3,5,116.8,80564,70123,110034
20210108,10,12,38211,7,연령오픈,별정B,817850000,35200000,35200000,12,1,9,0,8,0,2,0,미국,R1~140,1등급,124,38,3,1800,수,56.0,건조,맑음,3,1,115.4,80600,70194,105133
20210115,1,1,42679,3,연령오픈,별정A,0,0,0,12,2,0,0,0,0,0,0,한국,R0~0,국6등급,-,1,1,1000,암,54.5,건조,맑음,3,11,64.5,80403,70125,65002
20210115,1,2,43057,3,연령오픈,별정A,0,0,0,12,2,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,수,56.5,건조,맑음,3,6,63.2,80551,70121,110056
20210115,1,3,42650,3,연령오픈,별정A,0,0,0,12,2,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,수,56.5,건조,맑음,3,3,62.6,80483,70136,10644
20210115,1,4,42681,3,연령오픈,별정A,0,0,0,12,2,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,암,51.5,건조,맑음,3,10,64.3,80600,70134,105008
20210115,1,5,40318,4,연령오픈,별정A,5500000,5500000,5500000,12,2,0,0,1,1,0,0,한국(포),R0~0,국6등급,-,1,1,1000,수,57.0,건조,맑음,3,1,61.1,80438,70223,118011
20210115,1,6,42836,3,연령오픈,별정A,0,0,0,12,2,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,수,56.5,건조,맑음,3,4,62.7,80564,70123,10498
20210115,1,7,40409,4,연령오픈,별정A,0,0,0,12,2,0,0,0,0,0,0,한국(포),R0~0,국6등급,-,0,0,1000,암,55.0,건조,맑음,3,5,63.1,80434,70121,112292
20210115,1,8,40294,4,연령오픈,별정A,0,0,0,12,2,0,0,0,0,0,0,한국,R0~0,국6등급,-,1,1,1000,거,57.0,건조,맑음,3,12,65.4,80431,70141,118030
20210115,1,9,42036,3,연령오픈,별정A,0,0,0,12,2,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,수,56.5,건조,맑음,3,9,64.0,80482,70125,65081
20210115,1,10,42550,3,연령오픈,별정A,0,0,0,12,2,0,0,0,0,0,0,한국,R0~0,국6등급,-,2,2,1000,거,56.5,건조,맑음,3,7,63.4,80381,70142,10498
20210115,1,11,43128,3,연령오픈,별정A,0,0,0,12,2,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,거,56.5,건조,맑음,3,8,63.9,80532,70246,112294
20210115,1,12,42185,3,연령오픈,별정A,0,0,0,12,2,0,0,0,0,0,0,한국,R0~0,국6등급,-,0,0,1000,수,56.5,건조,맑음,3,2,62.4,80542,70130,105127
20210115,2,1,42157,3,연령오픈,별정A,0,0,0,12,2,0,0,0,0,0,0,한국,R0~0,국6등급,-,2,2,1200,수,56.5,건조,맑음,3,7,77.7,80379,70140,105040
20210115,2,2,42058,3,연령오픈,별정A,7260000,7260000,7260000,12,2,1,1,0,0,0,0,한국,R0~0,국6등급,-,1,1,1200,수,56.5,건조,맑음,3,2,76.4,80376,70186,117014
20210115,2,3,39118,5,연령오픈,별정A,2920000,1000000,0,12,2,0,0,0,0,0,0,한국,R0~0,국6등급,-,11,5,1200,암,55.0,건조,맑음,3,9,78.3,80296,70133,65154
20210115,2,4,43174,3,연령오픈,별정A,0,0,0,12,2,0,0,0,0,0,0,한국,R0~0,국6등급,-,2,2,1200,수,52.5,건조,맑음,3,12,80.2,80599,70106,114029
20210115,2,5,42517,3,연령오픈,별정A,0,0,0,12,2,0,0,0,0,0,0,한국(포),R0~0,국6등급,-,0,0,1200,수,56.5,건조,맑음,3,8,78.3,80532,70246,214708
